Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenurePerJobLevel,PromotionLag
38,1,2,1,29,1,3,2,1,3,2,0,1,1,6673,1,19,3,2,0,17,2,3,1,0,0,0,0.3333333333333333,0.0
29,1,2,2,27,3,2,2,0,3,3,7,4,1,7639,0,22,4,4,3,10,3,2,10,4,1,9,2.5,0.09090909090909091
22,0,2,1,5,3,1,4,1,4,1,6,2,0,2328,1,16,3,1,1,4,2,2,4,2,2,2,2.0,0.4
36,0,1,1,18,1,3,2,0,3,1,2,4,2,2153,0,13,3,1,0,8,2,3,8,1,1,7,4.0,0.1111111111111111
40,0,0,1,9,5,1,4,1,2,2,0,4,1,4876,0,14,3,4,1,5,5,1,3,2,0,2,1.0,0.0
46,0,2,1,1,4,3,4,1,3,3,0,1,0,9396,0,16,3,3,1,17,3,3,4,2,0,3,1.0,0.0
32,1,2,2,4,4,3,4,1,1,3,7,4,1,10400,0,11,3,3,0,14,2,2,14,8,9,8,3.5,0.6
30,0,0,1,1,1,1,3,1,2,3,4,3,2,8474,0,22,4,3,0,12,2,3,11,8,5,8,2.75,0.4166666666666667
27,0,1,2,20,3,1,4,0,3,2,7,3,2,9981,0,14,3,4,0,7,2,3,7,7,0,7,2.3333333333333335,0.0
51,0,2,1,8,4,1,2,1,2,3,5,2,1,12490,0,16,3,4,2,16,5,1,10,9,4,7,2.5,0.36363636363636365
30,1,2,1,3,3,5,4,0,3,1,6,1,2,2657,1,11,3,3,0,8,5,3,5,2,0,4,2.5,0.0
41,0,2,2,6,3,1,4,0,3,3,3,4,2,13591,1,18,3,3,0,16,3,3,1,0,0,0,0.25,0.0
30,1,1,2,26,4,2,3,0,2,2,7,1,2,6696,0,15,3,3,0,9,5,2,6,3,0,1,2.0,0.0
29,1,2,1,1,3,5,3,1,3,1,6,3,2,2058,0,14,3,4,0,7,1,2,6,2,1,5,3.0,0.14285714285714285
45,0,0,2,6,3,3,4,0,2,3,7,4,2,8865,0,12,3,4,0,23,2,3,19,7,12,8,4.75,0.6
54,0,2,2,3,3,2,4,0,3,2,7,1,1,5940,0,14,3,4,1,16,4,3,6,2,0,5,2.0,0.0
36,0,2,1,5,2,1,4,1,3,2,2,2,2,5914,0,16,3,4,0,16,3,4,13,11,3,7,4.333333333333333,0.21428571428571427
33,0,2,1,4,4,3,3,0,2,1,6,2,1,2622,0,21,4,4,0,7,3,3,3,2,1,1,1.5,0.25
37,0,1,1,11,3,4,2,1,3,3,5,4,0,12185,1,14,3,3,3,10,1,3,10,8,0,7,2.5,0.0
38,0,2,2,3,3,1,1,1,3,3,7,3,0,10609,0,12,3,3,2,17,6,2,16,10,5,13,4.0,0.29411764705882354
31,0,0,1,1,4,3,3,1,1,2,4,3,1,4345,0,12,3,4,1,6,2,3,5,4,1,4,1.6666666666666667,0.16666666666666666
59,0,2,1,3,3,1,3,1,2,1,6,4,1,2177,0,17,3,1,1,7,6,3,1,0,0,0,0.5,0.0
37,0,1,2,4,4,2,1,1,3,1,8,4,0,2793,0,17,3,3,1,13,2,3,9,8,5,8,4.5,0.5
29,0,1,2,1,1,3,2,0,3,3,7,4,1,7918,0,14,3,4,1,11,5,3,11,10,4,1,2.75,0.3333333333333333
35,0,1,2,1,3,2,3,0,3,3,7,3,2,8789,0,14,3,1,0,10,3,4,10,7,0,8,2.5,0.0
29,1,2,1,18,1,3,3,1,2,1,6,4,2,2389,1,13,3,3,0,4,3,2,4,3,0,1,2.0,0.0
52,0,2,1,2,3,1,3,0,2,1,2,4,2,3212,0,15,3,2,0,6,3,2,2,2,2,2,1.0,0.6666666666666666
42,0,2,1,4,2,5,3,1,3,5,3,4,1,19232,0,11,3,4,0,22,3,3,22,17,11,15,3.6666666666666665,0.4782608695652174
59,0,2,0,6,2,3,2,1,3,1,1,3,1,2267,0,17,3,4,0,7,2,2,2,2,2,2,1.0,0.6666666666666666
50,0,2,2,1,4,3,4,0,3,5,3,4,0,19517,0,11,3,3,1,32,3,2,7,0,0,6,1.1666666666666667,0.0
33,1,2,1,14,3,3,3,1,3,1,2,4,1,2436,1,13,3,3,1,8,2,1,5,4,0,4,2.5,0.0
43,0,2,2,16,3,2,4,0,3,4,3,4,1,16064,1,22,4,3,1,22,3,3,17,13,1,9,3.4,0.05555555555555555
33,1,2,1,2,2,1,1,0,3,1,2,1,1,2707,0,20,4,1,0,13,3,4,9,7,1,7,4.5,0.1
52,0,0,2,2,4,1,1,1,2,5,3,3,2,19068,1,18,3,4,0,33,2,4,33,7,15,12,5.5,0.4411764705882353
32,0,2,2,4,2,1,3,0,3,1,8,2,1,3931,0,11,3,1,1,6,5,3,4,3,1,2,2.0,0.2
32,1,2,1,1,3,1,4,1,2,1,2,3,2,3730,1,14,3,4,0,4,2,1,3,2,1,2,1.5,0.25
39,0,2,1,1,4,3,3,0,3,1,2,3,0,2232,0,14,3,3,3,7,1,3,3,2,1,2,1.5,0.25
32,0,0,2,26,4,2,3,1,3,2,7,4,1,4465,0,18,3,1,0,4,2,3,3,2,2,2,1.0,0.5
41,0,2,1,19,2,1,3,1,3,2,6,1,0,3072,0,16,3,1,2,17,2,2,1,0,0,0,0.3333333333333333,0.0
40,0,2,1,24,2,5,1,1,3,2,6,4,0,3319,0,17,3,1,2,9,3,3,9,8,4,7,3.0,0.4
45,0,2,1,1,3,4,3,1,4,5,3,4,1,19202,0,11,3,3,1,25,2,3,24,0,1,7,4.0,0.04
31,0,1,1,3,4,3,2,1,3,3,5,3,0,13675,0,12,3,1,1,9,3,3,2,2,2,2,0.5,0.6666666666666666
33,0,2,1,5,4,1,3,0,2,1,6,4,1,2911,0,13,3,3,1,2,2,2,2,2,0,2,1.0,0.0
34,0,2,1,2,4,1,4,1,2,2,4,1,1,5957,0,13,3,2,1,13,3,3,11,9,5,9,3.6666666666666665,0.4166666666666667
37,0,2,1,1,2,3,3,0,2,1,6,1,1,3920,0,14,3,1,1,17,2,2,3,1,0,2,1.5,0.0
45,0,1,1,7,4,1,1,1,4,2,4,3,1,6434,0,17,3,4,1,9,1,3,3,2,0,2,1.0,0.0
37,1,1,1,10,3,3,1,1,3,3,4,3,0,10048,0,11,3,2,2,17,5,3,1,0,0,0,0.25,0.0
39,0,1,1,2,4,5,3,0,3,3,0,3,2,10938,0,25,4,4,0,20,1,3,19,6,11,8,4.75,0.55
29,0,2,1,15,3,1,3,1,3,1,6,4,2,2340,0,19,3,1,0,6,1,3,6,5,1,5,3.0,0.14285714285714285
42,0,2,1,17,2,1,4,0,4,2,6,1,2,6545,1,13,3,3,0,10,1,3,3,2,0,2,1.0,0.0
29,0,2,2,20,2,2,4,1,3,2,7,4,0,6931,0,14,3,4,1,10,2,3,3,2,0,2,1.0,0.0
25,0,2,1,1,3,1,1,0,3,2,4,3,1,4898,0,12,3,4,2,5,3,3,4,2,1,2,1.3333333333333333,0.2
42,0,2,1,2,3,3,4,0,2,1,2,1,0,2593,1,11,3,3,1,10,4,3,9,6,7,8,4.5,0.7
40,0,2,1,2,2,3,1,1,3,5,5,3,0,19436,0,19,3,4,1,22,5,3,21,7,3,9,3.5,0.13636363636363635
51,0,2,1,1,3,1,3,1,3,1,6,4,1,2723,0,11,3,2,0,1,0,2,1,0,0,0,0.5,0.0
31,1,1,1,29,2,3,3,1,2,1,2,2,2,3479,0,11,3,2,0,6,2,4,5,4,1,4,2.5,0.16666666666666666
32,0,1,1,7,3,1,2,1,4,1,2,2,1,2794,0,20,4,3,0,5,3,1,5,1,0,3,2.5,0.0
38,0,0,2,2,2,1,4,1,2,2,7,4,1,5249,0,18,3,4,1,13,0,3,8,7,7,5,2.6666666666666665,0.7777777777777778
32,0,2,1,2,1,5,4,1,2,2,2,1,2,2176,0,13,3,4,0,9,5,3,6,2,0,4,2.0,0.0
46,0,2,2,2,3,5,3,0,1,4,3,2,1,16872,1,12,3,2,1,28,2,2,7,7,7,7,1.4,0.875
28,1,2,1,2,4,1,1,1,3,1,2,3,2,3485,0,11,3,3,0,5,5,1,0,0,0,0,0.0,0.0
29,0,2,2,2,3,3,1,1,2,2,7,2,1,6644,0,19,3,2,2,10,2,3,0,0,0,0,0.0,0.0
31,0,2,1,23,3,3,2,1,2,2,0,4,1,5582,0,21,4,2,1,10,2,3,9,0,7,8,3.0,0.7
25,0,0,1,5,2,1,2,1,4,2,0,1,0,4000,0,12,3,4,2,6,2,3,6,3,1,5,2.0,0.14285714285714285
45,0,2,1,20,2,3,3,1,3,4,0,4,1,13496,1,14,3,2,0,21,2,3,20,7,4,10,4.0,0.19047619047619047
36,0,2,1,6,3,1,4,1,3,1,2,4,1,3210,0,11,3,3,1,16,4,3,15,13,10,11,7.5,0.625
55,0,2,1,1,3,3,4,1,3,5,3,1,2,19045,1,14,3,3,0,37,2,3,36,10,4,13,6.0,0.10810810810810811
47,1,0,1,29,4,1,1,1,3,3,3,2,1,11849,1,12,3,4,1,10,2,2,10,7,9,9,2.5,0.8181818181818182
28,0,2,1,9,3,3,4,1,3,1,6,4,1,2070,0,23,4,4,1,5,3,2,5,2,0,4,2.5,0.0
37,0,2,2,6,4,3,3,1,3,2,7,4,1,6502,0,14,3,2,1,7,5,4,5,4,0,1,1.6666666666666667,0.0
21,0,2,1,3,2,3,4,1,2,1,6,3,2,3230,0,17,3,1,0,3,4,4,3,2,1,0,1.5,0.25
37,0,0,1,1,4,3,1,0,3,3,5,4,0,13603,1,18,3,1,2,15,2,3,5,2,0,2,1.25,0.0
35,0,2,1,22,3,1,2,0,4,3,3,2,0,11996,0,18,3,2,1,10,6,2,7,7,6,2,1.75,0.75
38,0,2,2,7,2,3,1,0,4,2,7,1,0,5605,1,24,4,3,1,8,3,3,8,0,7,7,2.6666666666666665,0.7777777777777778
26,0,1,1,1,3,1,3,0,3,2,4,2,0,6397,0,20,4,1,1,6,6,1,6,5,1,4,2.0,0.14285714285714285
50,0,2,1,4,1,1,1,1,3,5,5,2,0,19144,0,14,3,1,2,28,4,2,10,4,1,6,1.6666666666666667,0.09090909090909091
53,0,2,1,3,4,3,3,1,3,4,5,3,1,17584,1,16,3,4,3,21,5,2,5,3,1,3,1.0,0.16666666666666666
42,0,2,2,1,1,1,2,1,3,2,7,3,1,4907,0,25,4,3,0,20,3,3,20,16,11,6,6.666666666666667,0.5238095238095238
29,0,1,2,2,2,1,2,1,3,2,7,4,2,4554,0,18,3,1,0,10,3,2,10,7,0,9,3.3333333333333335,0.0
55,0,2,1,20,2,5,2,1,3,2,2,4,1,5415,1,19,3,4,1,12,4,3,10,7,0,8,3.3333333333333335,0.0
26,0,1,1,11,2,3,1,1,3,2,0,1,1,4741,1,13,3,3,1,5,3,3,5,3,3,3,1.6666666666666667,0.5
37,0,2,1,1,3,1,4,0,3,1,6,4,2,2115,0,12,3,2,0,17,3,3,17,12,5,7,8.5,0.2777777777777778
44,1,1,1,24,3,1,4,1,3,1,2,3,0,3161,1,22,4,4,1,19,0,1,1,0,0,0,0.5,0.0
38,0,2,1,23,4,1,4,1,3,2,0,4,0,5745,0,14,3,2,1,10,2,3,2,2,1,2,0.6666666666666666,0.3333333333333333
26,1,2,1,16,4,3,1,1,3,1,2,2,0,2373,1,13,3,4,1,5,2,3,3,2,0,2,1.5,0.0
28,0,2,1,8,2,1,4,0,3,1,6,4,2,3310,0,21,4,4,0,5,3,3,5,3,0,2,2.5,0.0
49,0,1,1,10,4,1,3,0,3,5,5,1,2,18665,1,11,3,4,0,22,4,3,3,2,1,2,0.5,0.25
36,0,2,1,3,3,5,3,1,3,2,6,2,2,4485,0,12,3,4,0,10,2,3,8,0,7,7,2.6666666666666665,0.7777777777777778
31,0,1,2,5,3,2,4,0,3,1,8,2,0,2789,0,11,3,3,1,2,5,2,2,2,2,2,1.0,0.6666666666666666
26,1,2,2,4,4,2,4,1,2,2,7,4,2,5828,1,12,3,2,0,8,0,3,8,7,7,4,2.6666666666666665,0.7777777777777778
37,0,1,1,9,3,3,2,1,3,1,6,4,1,2326,1,12,3,3,3,4,3,2,4,2,1,2,2.0,0.2
42,0,1,2,26,3,2,3,0,3,4,7,2,1,13525,0,14,3,4,1,23,2,4,20,4,4,8,4.0,0.19047619047619047
18,1,2,1,3,3,1,3,1,3,1,2,3,2,1420,0,13,3,3,0,0,2,3,0,0,0,0,0.0,0.0
35,0,2,2,16,3,2,3,1,3,3,7,2,1,8020,0,15,3,3,2,12,3,2,11,9,6,9,2.75,0.5
36,0,1,1,18,4,1,3,1,4,1,2,4,1,3688,0,18,3,4,2,4,2,3,1,0,0,0,0.5,0.0
51,0,2,1,2,3,3,4,1,1,2,4,2,0,5482,0,18,3,4,1,13,3,3,4,1,1,2,1.3333333333333333,0.2
41,0,2,2,2,4,1,4,1,3,4,3,2,2,16015,0,19,3,2,0,22,2,3,22,10,0,4,4.4,0.0
18,0,2,2,10,3,3,4,0,2,1,8,3,2,1200,0,12,3,1,0,0,2,3,0,0,0,0,0.0,0.0
28,0,2,1,16,2,3,2,1,4,2,0,1,2,5661,0,19,3,3,0,9,2,3,8,3,0,7,2.6666666666666665,0.0
31,0,2,2,7,3,5,2,1,4,2,7,4,1,6929,0,11,3,2,1,10,3,2,8,7,7,7,2.6666666666666665,0.7777777777777778
39,0,2,1,1,3,3,3,1,4,3,0,4,0,9613,0,17,3,1,3,19,5,2,18,10,3,7,4.5,0.15789473684210525
36,0,0,1,24,4,1,2,0,3,2,2,2,1,5674,0,15,3,3,1,11,3,3,9,8,0,8,3.0,0.0
32,0,2,2,7,3,1,4,1,2,2,7,3,1,5484,0,14,3,3,1,13,3,2,13,8,4,8,4.333333333333333,0.2857142857142857
38,0,2,1,25,2,1,1,0,2,3,5,2,1,12061,0,17,3,3,1,19,2,3,10,8,0,1,2.5,0.0
58,0,0,1,1,4,1,4,1,1,2,0,3,0,5660,1,13,3,4,1,12,2,3,5,3,1,2,1.6666666666666667,0.16666666666666666
31,0,2,1,5,4,5,3,1,3,1,6,4,1,4821,1,12,3,3,1,6,4,3,5,2,0,3,2.5,0.0
31,0,2,0,2,3,0,1,1,2,2,1,1,1,6410,0,12,3,4,0,9,1,3,2,2,1,0,0.6666666666666666,0.3333333333333333
45,0,1,1,7,3,1,1,1,3,3,2,1,0,5210,0,18,3,1,1,24,2,3,24,9,9,11,6.0,0.36
31,0,2,1,2,4,1,3,1,3,1,6,4,0,2695,1,18,3,2,1,3,2,1,2,2,2,2,1.0,0.6666666666666666
33,0,1,1,5,4,1,4,0,3,3,3,2,1,11878,0,11,3,2,2,12,2,3,10,6,8,8,2.5,0.7272727272727273
39,0,2,1,10,1,3,3,1,3,4,3,1,1,17068,1,14,3,4,0,21,3,3,21,9,11,10,4.2,0.5
43,0,1,1,10,4,1,3,0,3,1,2,4,2,2455,0,19,3,1,0,9,5,3,8,7,1,7,4.0,0.1111111111111111
49,0,2,1,1,2,5,3,0,2,4,0,3,2,13964,1,12,3,4,0,25,2,3,7,1,0,7,1.4,0.0
52,1,2,1,8,4,3,3,1,2,2,6,2,1,4941,0,15,3,1,0,11,3,2,8,2,7,7,2.6666666666666665,0.7777777777777778
27,0,2,1,5,3,1,3,0,3,1,6,2,2,2478,1,12,3,2,0,4,2,2,4,3,1,2,2.0,0.2
32,0,2,2,8,2,5,3,0,2,2,7,2,1,5228,1,11,3,4,0,13,2,3,13,12,11,9,4.333333333333333,0.7857142857142857
27,0,2,2,2,3,1,4,1,3,2,7,3,2,4478,1,11,3,1,0,5,3,3,5,4,0,4,1.6666666666666667,0.0
31,0,2,2,7,3,2,4,1,3,2,7,4,0,7547,0,12,3,4,3,13,3,3,7,7,1,7,2.3333333333333335,0.125
32,0,2,1,2,4,3,1,0,4,2,6,4,2,5055,0,16,3,3,0,10,0,2,7,7,0,7,2.3333333333333335,0.0
28,1,2,1,2,4,3,1,1,1,1,6,4,1,3464,1,13,3,4,0,5,4,2,3,2,2,2,1.5,0.5
30,0,2,1,28,2,3,4,0,3,2,6,4,1,5775,0,13,3,4,2,11,2,3,10,8,1,9,3.3333333333333335,0.09090909090909091
31,0,1,1,7,2,1,3,0,2,3,4,3,1,8943,0,24,4,1,1,10,2,3,10,9,8,9,2.5,0.7272727272727273
39,0,1,1,7,2,3,3,1,2,5,3,4,1,19272,0,15,3,1,1,21,2,3,21,9,13,3,3.5,0.5909090909090909
39,1,2,2,3,2,3,4,0,3,2,7,3,1,5238,1,18,3,1,0,12,3,2,1,0,0,0,0.3333333333333333,0.0
33,0,1,2,10,3,2,2,1,2,2,7,4,2,4682,0,14,3,3,0,9,6,2,7,7,0,1,2.3333333333333335,0.0
47,0,2,1,5,5,1,4,1,3,5,5,3,1,18300,0,11,3,2,1,21,2,3,3,2,1,1,0.5,0.25
43,0,1,1,10,4,1,3,0,2,2,2,3,0,5257,0,11,3,2,1,9,3,4,9,7,0,0,3.0,0.0
27,0,0,2,1,1,2,3,1,3,2,7,2,1,6349,1,13,3,4,1,6,0,3,5,4,1,4,1.6666666666666667,0.16666666666666666
54,0,1,1,20,4,1,4,0,3,2,6,3,2,4869,0,12,3,4,0,20,4,2,4,3,0,3,1.3333333333333333,0.0
43,0,2,1,7,3,1,3,0,3,3,0,1,1,9985,0,16,3,1,1,10,1,2,1,0,0,0,0.25,0.0
45,0,2,1,8,4,4,4,1,3,2,6,4,1,3697,0,14,3,1,2,12,3,3,10,9,9,8,3.3333333333333335,0.8181818181818182
40,0,2,2,1,2,3,2,1,1,2,7,4,1,7457,1,22,4,3,3,6,2,2,4,3,0,2,1.3333333333333333,0.0
29,1,2,1,8,4,4,2,1,1,1,2,1,1,2119,1,11,3,4,0,7,4,2,7,7,0,7,3.5,0.0
29,0,2,1,9,5,4,2,1,2,1,2,4,2,3983,0,17,3,3,0,4,2,3,3,2,2,2,1.5,0.5
30,0,2,2,5,3,2,4,0,2,2,7,3,0,6118,0,13,3,3,3,10,2,3,10,9,1,2,3.3333333333333335,0.09090909090909091
27,0,2,2,8,4,2,2,0,3,2,7,2,1,6214,0,18,3,1,1,8,3,3,8,7,0,7,2.6666666666666665,0.0
37,0,2,1,5,2,3,4,1,3,2,4,4,0,6347,0,16,3,3,2,8,2,2,6,2,0,4,2.0,0.0
38,0,2,1,15,2,1,3,1,2,3,5,4,0,11510,1,14,3,2,1,12,3,3,11,10,2,9,2.75,0.16666666666666666
31,0,2,1,7,4,3,3,0,3,3,4,4,2,7143,1,14,3,3,0,11,2,2,11,9,4,10,2.75,0.3333333333333333
29,0,2,2,10,1,2,4,0,2,2,7,2,0,8268,1,14,3,1,2,7,2,3,7,7,1,7,2.3333333333333335,0.125
35,0,2,1,5,4,5,3,1,3,3,4,2,2,8095,0,13,3,4,0,17,5,3,16,6,0,13,4.0,0.0
23,0,2,1,26,1,1,3,1,3,1,6,4,0,2904,0,12,3,3,2,4,2,2,4,2,0,2,2.0,0.0
41,0,2,1,6,3,3,4,1,2,2,4,2,2,6032,1,15,3,4,0,8,3,3,5,4,1,2,1.6666666666666667,0.16666666666666666
47,0,1,2,4,1,3,2,1,3,2,8,3,2,2976,0,19,3,1,0,5,3,3,0,0,0,0,0.0,0.0
42,0,2,1,23,5,1,1,0,3,4,5,4,2,15992,0,14,3,2,0,16,2,3,1,0,0,0,0.2,0.0
29,0,0,2,2,3,1,4,1,3,2,7,3,1,4649,0,14,3,1,1,4,3,2,4,3,0,2,1.3333333333333333,0.0
42,0,2,0,2,1,5,3,1,3,1,1,3,0,2696,1,11,3,3,1,4,5,3,3,2,1,0,1.5,0.25
32,0,2,1,2,3,3,3,0,3,1,2,2,1,2370,0,13,3,3,1,8,4,3,8,0,0,7,4.0,0.0
48,0,2,2,29,1,3,1,0,3,3,3,3,1,12504,0,21,4,2,1,15,3,1,0,0,0,0,0.0,0.0
37,0,2,1,6,3,3,3,1,4,2,6,1,0,5974,1,13,3,1,2,13,2,3,7,7,6,7,2.3333333333333335,0.75
30,0,0,2,25,2,5,4,0,3,2,7,3,1,4736,1,12,3,2,1,4,2,4,2,2,2,2,0.6666666666666666,0.6666666666666666
26,0,2,2,1,3,1,3,1,3,2,7,3,1,5296,0,17,3,2,1,8,3,3,8,7,7,7,2.6666666666666665,0.7777777777777778
42,0,2,1,2,4,4,1,1,2,2,0,4,2,6781,0,23,4,2,0,14,6,3,1,0,0,0,0.3333333333333333,0.0
21,1,1,2,1,1,5,1,0,2,1,8,2,2,2174,1,11,3,3,0,3,3,3,3,2,1,2,1.5,0.25
36,0,0,2,1,5,3,4,0,3,2,7,4,2,6653,0,15,3,2,0,7,6,3,1,0,0,0,0.3333333333333333,0.0
36,0,1,2,3,4,3,1,1,2,3,7,4,1,9699,0,11,3,1,1,16,2,3,13,9,1,12,3.25,0.07142857142857142
57,0,2,1,1,4,3,4,1,3,2,0,3,1,6755,0,11,3,3,0,15,2,3,3,2,1,2,1.0,0.25
40,0,2,1,10,4,1,4,0,4,1,2,3,1,2213,1,13,3,3,1,10,3,3,7,7,1,7,3.5,0.125
21,0,0,2,9,2,3,1,1,3,1,8,4,2,2610,0,24,4,3,0,3,3,2,3,2,2,2,1.5,0.5
33,1,2,2,5,3,2,4,0,3,1,8,3,2,2851,1,13,3,2,0,1,2,3,1,0,0,0,0.5,0.0
37,0,2,1,10,3,3,3,0,3,1,2,1,1,3452,0,20,4,2,1,17,3,3,5,4,0,3,2.5,0.0
46,0,0,1,7,4,3,3,0,3,2,4,3,1,5258,0,14,3,3,0,7,2,4,1,0,0,0,0.3333333333333333,0.0
41,1,1,2,4,3,2,1,1,3,2,7,2,2,9355,0,18,3,3,0,8,5,3,8,7,7,7,2.6666666666666665,0.7777777777777778
50,0,2,1,10,3,5,4,1,2,3,0,4,2,10496,0,15,3,4,0,20,2,3,4,3,1,3,1.0,0.2
40,1,2,2,22,2,2,3,1,2,2,7,3,1,6380,1,12,3,1,2,8,6,3,6,4,1,0,2.0,0.14285714285714285
31,0,2,1,9,4,1,3,1,2,1,6,2,2,2657,1,16,3,4,0,3,5,3,2,2,2,2,1.0,0.6666666666666666
21,1,2,2,12,3,1,3,0,4,1,8,2,2,2716,0,15,3,4,0,1,0,3,1,0,0,0,0.5,0.0
29,0,2,1,23,3,1,4,1,3,1,6,4,2,2201,0,16,3,4,0,6,4,3,3,2,1,2,1.5,0.25
35,0,2,1,9,4,1,3,1,2,2,0,2,2,6540,0,19,3,3,0,10,5,3,1,1,0,0,0.3333333333333333,0.0
27,0,2,1,1,2,3,4,1,3,1,2,2,0,3816,0,11,3,2,1,5,2,3,5,2,0,4,2.5,0.0
28,0,2,2,9,4,1,2,1,3,2,7,4,2,5253,0,16,3,4,0,7,1,3,7,5,0,7,2.3333333333333335,0.0
49,0,2,1,7,3,4,2,1,2,3,0,3,2,10965,0,24,4,3,0,26,2,3,5,2,0,0,1.25,0.0
51,0,2,2,14,2,1,3,0,3,2,7,4,1,4936,0,11,3,3,1,18,2,2,7,7,0,7,2.3333333333333335,0.0
36,0,2,1,2,3,1,4,0,3,1,6,3,1,2543,0,13,3,2,1,6,3,3,2,2,2,2,1.0,0.6666666666666666
34,1,0,2,19,3,2,1,1,4,2,7,4,2,5304,1,13,3,2,0,9,3,2,5,2,0,4,1.6666666666666667,0.0
55,0,2,1,2,3,1,3,0,3,4,3,4,2,16659,1,13,3,3,0,30,2,3,5,4,1,2,1.0,0.16666666666666666
24,0,2,2,10,4,2,4,0,3,2,7,3,0,4260,1,12,3,4,1,5,2,4,5,2,0,3,1.6666666666666667,0.0
30,0,2,2,2,1,5,3,1,3,1,8,2,1,2476,0,18,3,1,1,1,3,3,1,0,0,0,0.5,0.0
26,1,1,1,3,1,5,3,1,3,1,6,1,2,3102,0,22,4,3,0,7,2,3,6,4,0,4,3.0,0.0
22,0,2,1,11,3,3,1,0,3,1,6,2,1,2244,0,13,3,4,1,2,1,3,2,1,1,2,1.0,0.3333333333333333
36,0,2,2,2,2,3,2,1,2,3,7,3,1,7596,0,13,3,2,2,10,2,3,10,9,9,0,2.5,0.8181818181818182
30,1,1,1,4,3,5,3,1,3,1,6,4,2,2285,1,23,4,3,0,3,4,3,1,0,0,0,0.5,0.0
37,0,2,1,14,3,1,4,0,3,1,2,1,0,3034,0,12,3,3,1,18,2,2,18,7,12,17,9.0,0.631578947368421
40,0,2,2,2,2,2,4,0,3,2,7,2,0,5715,0,12,3,3,2,8,5,3,5,4,1,3,1.6666666666666667,0.16666666666666666
42,0,2,1,1,4,1,2,0,3,1,2,1,0,2576,0,16,3,2,1,8,5,3,5,2,1,2,2.5,0.16666666666666666
37,0,2,1,10,4,1,3,1,3,2,4,2,2,4197,1,12,3,4,0,18,2,2,1,0,0,1,0.3333333333333333,0.0
43,0,2,1,12,3,1,1,1,2,4,5,2,0,14336,0,11,3,3,1,25,3,3,25,10,3,9,5.0,0.11538461538461539
40,0,2,1,2,3,3,2,0,2,2,2,3,1,3448,0,22,4,2,1,20,3,3,1,0,0,0,0.3333333333333333,0.0
54,0,2,1,5,2,3,1,1,3,5,5,1,1,19406,0,11,3,3,1,24,4,2,4,2,1,2,0.6666666666666666,0.2
34,0,0,2,4,4,2,3,0,3,2,7,3,1,6538,0,15,3,1,1,6,3,3,3,2,1,2,1.0,0.25
31,0,2,1,7,2,3,2,0,3,2,4,1,1,4306,0,12,3,2,1,13,5,1,13,10,3,12,4.333333333333333,0.21428571428571427
43,0,1,1,21,3,3,4,1,3,1,2,4,1,2258,0,20,4,1,1,8,1,3,3,2,1,2,1.5,0.25
43,0,2,1,8,4,4,3,0,3,2,0,3,0,4522,1,14,3,4,0,8,3,3,5,2,0,2,1.6666666666666667,0.0
25,0,2,2,4,2,1,2,0,2,2,7,4,2,4487,1,11,3,2,0,5,3,3,5,4,1,3,1.6666666666666667,0.16666666666666666
37,0,0,1,25,5,3,2,0,3,2,6,3,1,4449,1,15,3,1,2,15,2,3,13,11,10,7,4.333333333333333,0.7142857142857143
31,0,2,1,1,2,1,4,1,2,1,2,1,1,2218,0,12,3,3,1,4,3,3,4,2,3,2,2.0,0.6
39,0,1,1,1,1,1,2,1,3,5,3,3,0,19197,1,14,3,3,1,21,3,3,21,8,1,6,3.5,0.045454545454545456
56,0,1,2,6,3,1,3,0,4,4,7,1,1,13212,0,11,3,4,3,36,0,2,7,7,7,7,1.4,0.875
30,0,2,2,12,3,5,2,0,3,2,7,3,2,6577,0,11,3,2,0,6,6,3,5,4,4,4,1.6666666666666667,0.6666666666666666
41,0,2,2,1,3,2,2,1,4,3,7,1,1,8392,0,16,3,3,1,10,2,3,10,7,0,7,2.5,0.0
28,0,2,1,17,2,3,3,1,3,2,2,1,0,4558,0,12,3,4,1,10,2,3,10,0,1,8,3.3333333333333335,0.09090909090909091
25,1,2,1,3,3,3,1,1,3,1,2,1,1,4031,0,13,3,3,1,6,5,3,2,2,0,2,1.0,0.0
52,0,2,1,3,3,3,4,1,2,3,4,3,1,7969,1,14,3,3,0,28,4,3,5,4,0,4,1.25,0.0
45,0,2,1,10,2,1,1,1,3,1,6,4,1,2654,0,21,4,4,2,8,3,2,2,2,0,2,1.0,0.0
52,0,2,1,4,2,1,4,0,3,4,3,4,1,16555,0,13,3,4,0,31,2,1,5,2,1,4,1.0,0.16666666666666666
42,0,1,1,29,2,1,1,0,3,2,6,3,0,4556,0,11,3,2,1,19,3,3,5,4,0,2,1.6666666666666667,0.0
30,0,2,1,2,3,1,3,0,1,2,4,4,2,6091,0,20,4,3,0,11,2,3,5,4,0,2,1.6666666666666667,0.0
